008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97	common_voice_en_17297839.mp3	He's an idol, but he's not a saint.	2	0	teens	other	Australian English	en		False	australia	3.072
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97	common_voice_en_17280571.mp3	I'll see about doing that tonight then since I've managed to get all my work commitments out of the way.	2	1	teens	other	Australian English	en		False	australia	5.904
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97	common_voice_en_17280715.mp3	It's late in the evening, a perfect time for coffee.	2	1	teens	other	Australian English	en		False	australia	4.32
008f1e5e50d2af1343f74a4f7a841bb49fe5083abd8cb36ed80f1da59223569b2b7b2945f3b885eb6a2d91d0704af7b2e891f0a6f8ffd6bec00832870bf6ca97	common_voice_en_17297864.mp3	It is a magical world filled with elves, dwarves, and dragons.	2	0	teens	other	Australian English	en		False	australia	4.968
0212a6646cd3447d5018448f4a57100f8d786debf093972b9e67d1e91109f2523cabd93aea07a32629504e8a909267f9bc73c16917a0eeec176193d1be673cb4	common_voice_en_18989945.mp3	Several years ago, he added a comfortable seat to his sled.	2	0	twenties	male	Australian English	en		False	australia	4.248
0212a6646cd3447d5018448f4a57100f8d786debf093972b9e67d1e91109f2523cabd93aea07a32629504e8a909267f9bc73c16917a0eeec176193d1be673cb4	common_voice_en_18981281.mp3	Brooklyn band Vivian Girls cite the Shangri-Las as one of their influences.	2	0	twenties	male	Australian English	en		False	australia	5.52
0212a6646cd3447d5018448f4a57100f8d786debf093972b9e67d1e91109f2523cabd93aea07a32629504e8a909267f9bc73c16917a0eeec176193d1be673cb4	common_voice_en_18989910.mp3	The languages within this Sidamo grouping contain similar, alternating phonological features.	2	0	twenties	male	Australian English	en		False	australia	6.096
0212a6646cd3447d5018448f4a57100f8d786debf093972b9e67d1e91109f2523cabd93aea07a32629504e8a909267f9bc73c16917a0eeec176193d1be673cb4	common_voice_en_18981206.mp3	"In Asia, the Japanese hit ""To Love You More"" was added as well."	2	0	twenties	male	Australian English	en		False	australia	5.64
02ac69bf462d6346d89a63b1b391486e72c7352b6508ea664cbc4e41bf4e685fe589c70258ea9fbdfdfeb8897f4a122b61b720a7be603fd6da8ab89ed916358d	common_voice_en_19676499.mp3	In the musical, Thing only appears in the beginning, when he opens the curtain.	2	0	twenties	male	Australian English	en		False	australia	4.992
02ac69bf462d6346d89a63b1b391486e72c7352b6508ea664cbc4e41bf4e685fe589c70258ea9fbdfdfeb8897f4a122b61b720a7be603fd6da8ab89ed916358d	common_voice_en_19676334.mp3	It is a lexicographical product which shows inter-relationships among the data.	2	0	twenties	male	Australian English	en		False	australia	6.384
02ac69bf462d6346d89a63b1b391486e72c7352b6508ea664cbc4e41bf4e685fe589c70258ea9fbdfdfeb8897f4a122b61b720a7be603fd6da8ab89ed916358d	common_voice_en_19676333.mp3	"It is widely considered the ""gold standard"" of election studies."	2	1	twenties	male	Australian English	en		False	australia	3.624
02ac69bf462d6346d89a63b1b391486e72c7352b6508ea664cbc4e41bf4e685fe589c70258ea9fbdfdfeb8897f4a122b61b720a7be603fd6da8ab89ed916358d	common_voice_en_19676374.mp3	Early primary sources are foreign; secondary sources were written at a later date.	3	0	twenties	male	Australian English	en		False	australia	4.872
036300444bfaec0356ae8e35919a4cd593e6df1c65ce7da3bff647f49c80ef61e036f8bd725ca4cc12db05068c240ac2321e3d1aa6f1157d5eeb1872a1ea2036	common_voice_en_651358.mp3	Isn't a word of truth in it!	2	1	twenties	female	Australian English	en		True	australia	2.856
036300444bfaec0356ae8e35919a4cd593e6df1c65ce7da3bff647f49c80ef61e036f8bd725ca4cc12db05068c240ac2321e3d1aa6f1157d5eeb1872a1ea2036	common_voice_en_651419.mp3	Hitting the delete and escape keys did nothing.	2	1	twenties	female	Australian English	en		True	australia	3.96
036300444bfaec0356ae8e35919a4cd593e6df1c65ce7da3bff647f49c80ef61e036f8bd725ca4cc12db05068c240ac2321e3d1aa6f1157d5eeb1872a1ea2036	common_voice_en_651366.mp3	Keep me here until I get over it.	2	0	twenties	female	Australian English	en		True	australia	3.912
036300444bfaec0356ae8e35919a4cd593e6df1c65ce7da3bff647f49c80ef61e036f8bd725ca4cc12db05068c240ac2321e3d1aa6f1157d5eeb1872a1ea2036	common_voice_en_651399.mp3	She apparently didn't listen.	2	0	twenties	female	Australian English	en		True	australia	2.784
04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7	common_voice_en_18840229.mp3	When used as a kinnui, it refers to the Biblical allusion to Naphtali.	2	0	fifties	female	Australian English	en		True	australia	6.336
04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7	common_voice_en_18839966.mp3	An ancient temple of Vibhandak or Bhindi Rishi is still located at Bhind.	2	0	fifties	female	Australian English	en		True	australia	6.264
04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7	common_voice_en_18844495.mp3	It is located in the Vestre Aker borough.	2	0	fifties	female	Australian English	en		True	australia	4.896
04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7	common_voice_en_18844496.mp3	However, funding for detainee transfers was blocked.	2	0	fifties	female	Australian English	en		True	australia	4.896
05d33ad00cc2754da8e542a33a5255f9346535ef1d8619094bbc8c90c53bfad43e930bcb2fa598f614c6c90e173590a673905fb59a1ef581576cd5ccaed57241	common_voice_en_25200280.mp3	A man of considerable wealth and literary tastes, he may be compared with Atticus.	2	0	twenties	male	Australian English	en		False	australia	6.588
05d33ad00cc2754da8e542a33a5255f9346535ef1d8619094bbc8c90c53bfad43e930bcb2fa598f614c6c90e173590a673905fb59a1ef581576cd5ccaed57241	common_voice_en_22091369.mp3	The crowd was the largest All-Star Game crowd in league history.	2	0	twenties	male	Australian English	en		False	australia	5.28
05d33ad00cc2754da8e542a33a5255f9346535ef1d8619094bbc8c90c53bfad43e930bcb2fa598f614c6c90e173590a673905fb59a1ef581576cd5ccaed57241	common_voice_en_22090375.mp3	six	3	0	twenties	male	Australian English	en	Benchmark	False	australia	1.8
05d33ad00cc2754da8e542a33a5255f9346535ef1d8619094bbc8c90c53bfad43e930bcb2fa598f614c6c90e173590a673905fb59a1ef581576cd5ccaed57241	common_voice_en_25200279.mp3	The nearby islet of Sparti was also included in the sale.	2	0	twenties	male	Australian English	en		False	australia	4.716
064be3bbe41e914ade6b291a54b8abf329d2d42a378d651e489def842083dbd3afe6be2cb164b171c8ae1cb132a1a817953e9f4604db91a9793e967d6e8eb2dd	common_voice_en_15734993.mp3	It causes most warning and diagnostic messages to be suppressed.	2	0	twenties	female	Australian English	en		True	australia	6.144
064be3bbe41e914ade6b291a54b8abf329d2d42a378d651e489def842083dbd3afe6be2cb164b171c8ae1cb132a1a817953e9f4604db91a9793e967d6e8eb2dd	common_voice_en_15734994.mp3	I am quite surprised that the restaurant finally fixed the lighting problem.	2	0	twenties	female	Australian English	en		True	australia	5.976
064be3bbe41e914ade6b291a54b8abf329d2d42a378d651e489def842083dbd3afe6be2cb164b171c8ae1cb132a1a817953e9f4604db91a9793e967d6e8eb2dd	common_voice_en_15739496.mp3	Are you still using your computer for the research?	2	0	twenties	female	Australian English	en		True	australia	4.824
064be3bbe41e914ade6b291a54b8abf329d2d42a378d651e489def842083dbd3afe6be2cb164b171c8ae1cb132a1a817953e9f4604db91a9793e967d6e8eb2dd	common_voice_en_15734991.mp3	The stairs creaked under his weight as he climbed to the darkened upper floor.	2	0	twenties	female	Australian English	en		True	australia	5.256
07e8ffadbf68e630826b16a679ee2b31022dfa792a083aef78ff368d8e700188b04cb751f751a3c201373d7b7be2c18ece092eef743c4d2eb3a2395f257c0aa3	common_voice_en_613702.mp3	When the pan had cooled, the monk and the boy looked at it, dazzled.	2	0	teens	female	Australian English	en		True	australia	4.632
07e8ffadbf68e630826b16a679ee2b31022dfa792a083aef78ff368d8e700188b04cb751f751a3c201373d7b7be2c18ece092eef743c4d2eb3a2395f257c0aa3	common_voice_en_613718.mp3	The whole creature heaved and pulsated convulsively.	2	0	teens	female	Australian English	en		True	australia	4.536
07e8ffadbf68e630826b16a679ee2b31022dfa792a083aef78ff368d8e700188b04cb751f751a3c201373d7b7be2c18ece092eef743c4d2eb3a2395f257c0aa3	common_voice_en_613704.mp3	And one can always come back.	2	0	teens	female	Australian English	en		True	australia	3.024
07e8ffadbf68e630826b16a679ee2b31022dfa792a083aef78ff368d8e700188b04cb751f751a3c201373d7b7be2c18ece092eef743c4d2eb3a2395f257c0aa3	common_voice_en_613699.mp3	The boy looked around for the ovens and other apparatus used in alchemy, but saw none.	2	0	teens	female	Australian English	en		True	australia	5.976
09db79503c9473237e372b759307498cd8c951babd82d663af0956a49d77ea653f4795cc840ea719f3ad4293766390adfb57cc22e01f76a961c3374f20cd35a6	common_voice_en_9544.mp3	So his heart was quiet for an entire afternoon.	10	0	twenties	male	Australian English	en		False	australia	3.984
09db79503c9473237e372b759307498cd8c951babd82d663af0956a49d77ea653f4795cc840ea719f3ad4293766390adfb57cc22e01f76a961c3374f20cd35a6	common_voice_en_9528.mp3	Many people in Berkshire, Surrey, and Middlesex must have seen it.	16	1	twenties	male	Australian English	en		False	australia	4.248
09db79503c9473237e372b759307498cd8c951babd82d663af0956a49d77ea653f4795cc840ea719f3ad4293766390adfb57cc22e01f76a961c3374f20cd35a6	common_voice_en_9527.mp3	"""Well, then, why do we need all these books?"" the boy asked."	12	1	twenties	male	Australian English	en		False	australia	4.92
09db79503c9473237e372b759307498cd8c951babd82d663af0956a49d77ea653f4795cc840ea719f3ad4293766390adfb57cc22e01f76a961c3374f20cd35a6	common_voice_en_9546.mp3	So, he asked if the old man's blessing was still with him.	11	1	twenties	male	Australian English	en		False	australia	4.08
0d4895c706373555d65399f8ddb39ff33abf44ce68ed7634dc7df557ad583a488afa8147f787aece0966e906ed07b4a831348d7fecbcc5318f592a3b7d249e1e	common_voice_en_175065.mp3	As soon as he saw me among the crowd, he called to me to come down.	2	0	fourties	female	Australian English	en		True	australia	3.696
0d4895c706373555d65399f8ddb39ff33abf44ce68ed7634dc7df557ad583a488afa8147f787aece0966e906ed07b4a831348d7fecbcc5318f592a3b7d249e1e	common_voice_en_175077.mp3	But that was simply because my eye was tired.	3	0	fourties	female	Australian English	en		True	australia	2.736
0d4895c706373555d65399f8ddb39ff33abf44ce68ed7634dc7df557ad583a488afa8147f787aece0966e906ed07b4a831348d7fecbcc5318f592a3b7d249e1e	common_voice_en_175060.mp3	Everything has been written by the same hand.	3	0	fourties	female	Australian English	en		True	australia	3.816
0d4895c706373555d65399f8ddb39ff33abf44ce68ed7634dc7df557ad583a488afa8147f787aece0966e906ed07b4a831348d7fecbcc5318f592a3b7d249e1e	common_voice_en_175076.mp3	I want to see the chieftains.	3	0	fourties	female	Australian English	en		True	australia	2.064
0db465d830e651a7dd31715496cf55a0aea7bdeab6afc3ab8afaf727e6721ffd0d21c9d5ebda786a324fe78fb70cb05a0a3713bf4b4a480b457ca724b36b07c6	common_voice_en_17746516.mp3	How did it end?	2	0	fourties	male	Australian English	en		False	australia	1.704
0db465d830e651a7dd31715496cf55a0aea7bdeab6afc3ab8afaf727e6721ffd0d21c9d5ebda786a324fe78fb70cb05a0a3713bf4b4a480b457ca724b36b07c6	common_voice_en_17746521.mp3	As a workaround, we could use application specific profiles.	2	0	fourties	male	Australian English	en		False	australia	3.984
0db465d830e651a7dd31715496cf55a0aea7bdeab6afc3ab8afaf727e6721ffd0d21c9d5ebda786a324fe78fb70cb05a0a3713bf4b4a480b457ca724b36b07c6	common_voice_en_17746343.mp3	If we actually do want it solved, it will be.	2	0	fourties	male	Australian English	en		False	australia	3.384
0db465d830e651a7dd31715496cf55a0aea7bdeab6afc3ab8afaf727e6721ffd0d21c9d5ebda786a324fe78fb70cb05a0a3713bf4b4a480b457ca724b36b07c6	common_voice_en_22930958.mp3	Glock began as a manufacturer of curtain rods and knives for the Austrian military.	2	0	fourties	male	Australian English	en		False	australia	6.024
0e2fb7c0d381c30a77a2d781a3341f318a936cca216c17cb9bdf538cc8e0686a5d34c4c521621894418a5c974e0a75a8f2997727a32e7a11a5024b5feadb37d5	common_voice_en_17792478.mp3	To eat, and to scratch, a man need but begin.	2	1	twenties	female	Australian English	en		True	australia	3.864
0e2fb7c0d381c30a77a2d781a3341f318a936cca216c17cb9bdf538cc8e0686a5d34c4c521621894418a5c974e0a75a8f2997727a32e7a11a5024b5feadb37d5	common_voice_en_17792409.mp3	Java is not only an island, but also a popular programming language.	2	0	twenties	female	Australian English	en		True	australia	5.232
0e2fb7c0d381c30a77a2d781a3341f318a936cca216c17cb9bdf538cc8e0686a5d34c4c521621894418a5c974e0a75a8f2997727a32e7a11a5024b5feadb37d5	common_voice_en_17792465.mp3	What idiot wrote this total drivel?	2	0	twenties	female	Australian English	en		True	australia	2.904
0e2fb7c0d381c30a77a2d781a3341f318a936cca216c17cb9bdf538cc8e0686a5d34c4c521621894418a5c974e0a75a8f2997727a32e7a11a5024b5feadb37d5	common_voice_en_17792511.mp3	Can it be changed?	2	0	twenties	female	Australian English	en		True	australia	1.776
0f587adc49bee094dd6942eff5cb1cdac81b7da9d0ccd53101288ce7c7b09149e6d6cc19018752cf14a37e9683e90ce9bf6f0ed5eb6031a09f56c86c99782dde	common_voice_en_31265.mp3	The alchemist rode in front, with the falcon on his shoulder.	4	0	fifties	female	Australian English	en		True	australia	5.136
0f587adc49bee094dd6942eff5cb1cdac81b7da9d0ccd53101288ce7c7b09149e6d6cc19018752cf14a37e9683e90ce9bf6f0ed5eb6031a09f56c86c99782dde	common_voice_en_31277.mp3	So, he asked if the old man's blessing was still with him.	3	0	fifties	female	Australian English	en		True	australia	3.984
0f587adc49bee094dd6942eff5cb1cdac81b7da9d0ccd53101288ce7c7b09149e6d6cc19018752cf14a37e9683e90ce9bf6f0ed5eb6031a09f56c86c99782dde	common_voice_en_31212.mp3	He decided to return to his friend's stable by the longest route possible.	3	0	fifties	female	Australian English	en		True	australia	6.024
0f587adc49bee094dd6942eff5cb1cdac81b7da9d0ccd53101288ce7c7b09149e6d6cc19018752cf14a37e9683e90ce9bf6f0ed5eb6031a09f56c86c99782dde	common_voice_en_31259.mp3	"""I am here,"" the boy said."	3	0	fifties	female	Australian English	en		True	australia	3.336
103963bdb6799b4f8da7e32dd73f33d866d4d8588c5b4cadbf22d2e6c8e4617d76818ec5248022b7f4b87bcf523e7d623cfb93259f8eaf9ba4823f2b40878441	common_voice_en_20673862.mp3	Pilsner Urquell is exported in bottles and cans to North America and other regions.	2	0	twenties	male	Australian English	en		False	australia	6.096
103963bdb6799b4f8da7e32dd73f33d866d4d8588c5b4cadbf22d2e6c8e4617d76818ec5248022b7f4b87bcf523e7d623cfb93259f8eaf9ba4823f2b40878441	common_voice_en_20673637.mp3	Ultimately, the Sing Sing relocation was discontinued.	2	0	twenties	male	Australian English	en		False	australia	4.752
